2272,8dcb56ea5d38bbe,0.102563486,140,131,18676,8707,0,208,193,37145,17222,0
2273,8dcb56ea5d38bbe,0.206312999,124,242,18676,8707,0,208,193,37145,17222,0
2274,8dcb56ea5d38bbe,0.309256554,151,184,18676,8707,0,208,193,37145,17222,0
2275,8dcb56ea5d38bbe,0.413515121,127,187,18676,8707,0,208,193,37145,17222,0
2276,8dcb56ea5d38bbe,0.514596939,227,207,18676,8707,0,208,193,37145,17222,0
2277,8dcb56ea5d38bbe,0.618889034,180,148,18676,8707,0,208,193,37145,17222,0
2278,8dcb56ea5d38bbe,0.721053541,260,184,18676,8707,0,208,193,37145,17222,0
2279,8dcb56ea5d38bbe,0.821131647,131,116,18676,8707,0,208,193,37145,17222,0
2280,8dcb56ea5d38bbe,0.923101664,186,193,18676,8707,0,208,193,37145,17222,0
2281,8dcb56ea5d38bbe,1.025693178,231,129,18676,8707,0,208,193,37145,17222,0
2282,8dcb56ea5d38bbe,1.127894759,192,157,18676,8707,0,208,193,37145,17222,0
2283,8dcb56ea5d38bbe,1.230487704,127,248,18676,8707,0,208,193,37145,17222,0
2284,8dcb56ea5d38bbe,1.334316254,182,15890,18676,8707,0,208,193,37145,17222,0
2285,8dcb56ea5d38bbe,1.435852528,173,16630,18676,8707,0,208,193,37145,17222,0
2286,8dcb56ea5d38bbe,1.536621094,134,15108,18676,8707,4,208,193,37145,17222,2
2287,8dcb56ea5d38bbe,1.641411304,282,15567,18676,8707,4,208,193,37145,17222,2
2288,8dcb56ea5d38bbe,1.743183732,204,17329,18676,8707,4,208,193,37145,17222,2
2289,8dcb56ea5d38bbe,1.843840599,118,16895,18676,8707,4,208,193,37145,17222,2
2290,8dcb56ea5d38bbe,1.94389534,103,16170,18676,8707,4,208,193,37145,17222,2
2291,8dcb56ea5d38bbe,2.046288729,110,17414,18676,8707,4,208,193,37145,17222,2
2292,8dcb56ea5d38bbe,2.146700382,239,15800,18676,8707,4,208,193,37145,17222,2
2293,8dcb56ea5d38bbe,2.247465134,153,17167,18676,8707,4,208,193,37145,17222,2
2294,8dcb56ea5d38bbe,2.347833157,141,16480,18676,8707,4,208,193,37145,17222,2
2295,8dcb56ea5d38bbe,2.450535774,159,17652,18676,8707,4,208,193,37145,17222,2
2296,8dcb56ea5d38bbe,2.55263257,253,121,18676,8707,0,208,193,37145,17222,0
2297,8dcb56ea5d38bbe,2.656085253,215,287,18676,8707,4,208,193,37145,17222,1
2298,8dcb56ea5d38bbe,2.756793737,254,219,18676,8707,4,208,193,37145,17222,1
2299,8dcb56ea5d38bbe,2.857896805,260,227,18676,8707,4,208,193,37145,17222,1
2300,8dcb56ea5d38bbe,2.959837675,280,129,18676,8707,4,208,193,37145,17222,1
2301,8dcb56ea5d38bbe,3.060569763,218,114,18676,8707,4,208,193,37145,17222,1
2302,8dcb56ea5d38bbe,3.16211462,170,287,18676,8707,4,208,193,37145,17222,1
2303,8dcb56ea5d38bbe,3.263698101,280,111,18676,8707,4,208,193,37145,17222,1
2304,8dcb56ea5d38bbe,3.364029408,251,290,18676,8707,4,208,193,37145,17222,1
2305,8dcb56ea5d38bbe,3.467457533,265,138,18676,8707,4,208,193,37145,17222,1
2306,8dcb56ea5d38bbe,3.567474127,239,209,18676,8707,0,208,193,37145,17222,0
2307,8dcb56ea5d38bbe,3.670130014,196,178,18676,8707,0,208,193,37145,17222,0
2308,8dcb56ea5d38bbe,3.771085739,255,286,18676,8707,0,208,193,37145,17222,0
2309,8dcb56ea5d38bbe,3.874760628,125,264,18676,8707,0,208,193,37145,17222,0